"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","G","A","P","PlusMinus","PIM"
20102011,"Ryan Smyth","Smyth","Ryan",94,"LAK","L","L","1976-02-21","Banff","CAN","AB","CAN",74,191,1994,1,6,82,23,24,47,-1,35
20112012,"Ryan Smyth","Smyth","Ryan",94,"EDM","L","L","1976-02-21","Banff","CAN","AB","CAN",74,191,1994,1,6,82,19,27,46,-5,82
20122013,"Ryan Smyth","Smyth","Ryan",94,"EDM","L","L","1976-02-21","Banff","CAN","AB","CAN",74,191,1994,1,6,47,2,11,13,-5,40
20132014,"Ryan Smyth","Smyth","Ryan",94,"EDM","L","L","1976-02-21","Banff","CAN","AB","CAN",74,191,1994,1,6,72,10,13,23,-18,44
20112012,"Carl Sneep","Sneep","Carl",44,"PIT","D","R","1987-11-05","StLouisPark","USA","MN","USA",76,210,2006,2,32,1,0,1,1,1,0
20022003,"Daniel Snyder","Snyder","Daniel",37,"ATL","C","L","1978-02-23","Kitchener","CAN","ON","CAN",72,190,NA,NA,NA,36,10,4,14,-4,34
20072008,"Vladimir Sobotka","Sobotka","Vladimir",9,"BOS","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,48,1,6,7,1,24
20082009,"Vladimir Sobotka","Sobotka","Vladimir",9,"BOS","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,25,1,4,5,-10,10
20092010,"Vladimir Sobotka","Sobotka","Vladimir",9,"BOS","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,61,4,6,10,-7,30
20102011,"Vladimir Sobotka","Sobotka","Vladimir",9,"STL","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,65,7,22,29,-4,69
20112012,"Vladimir Sobotka","Sobotka","Vladimir",9,"STL","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,73,5,15,20,12,42
20122013,"Vladimir Sobotka","Sobotka","Vladimir",9,"STL","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,48,8,11,19,-4,35
20132014,"Vladimir Sobotka","Sobotka","Vladimir",9,"STL","L","L","1987-07-02","Trebic","CZE",NA,"CZE",70,197,2005,4,106,61,9,24,33,14,72
20122013,"Carl Soderberg","Soderberg","Carl",34,"BOS","C","L","1985-10-12","Malm√","SWE",NA,"SWE",75,210,2004,2,49,6,0,2,2,-2,6
20132014,"Carl Soderberg","Soderberg","Carl",34,"BOS","C","L","1985-10-12","Malm√","SWE",NA,"SWE",75,210,2004,2,49,73,16,32,48,4,36
20142015,"Carl Soderberg","Soderberg","Carl",34,"BOS","C","L","1985-10-12","Malm√","SWE",NA,"SWE",75,210,2004,2,49,82,13,31,44,10,26
20152016,"Carl Soderberg","Soderberg","Carl",34,"COL","C","L","1985-10-12","Malm√","SWE",NA,"SWE",75,210,2004,2,49,82,12,39,51,-7,32
20022003,"Radovan Somik","Somik","Radovan",20,"PHI","R","R","1977-05-07","Martin","SVK",NA,"SVK",74,194,1995,4,100,60,8,10,18,9,10
20032004,"Radovan Somik","Somik","Radovan",20,"PHI","R","R","1977-05-07","Martin","SVK",NA,"SVK",74,194,1995,4,100,53,4,10,14,-2,17
20032004,"Martin Sonnenberg","Sonnenberg","Martin",25,"CGY","L","L","1978-01-23","Wetaskiwin","CAN","AB","CAN",72,197,NA,NA,NA,5,0,0,0,-2,2
20022003,"Brent Sopel","Sopel","Brent",55,"VAN","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,81,7,30,37,-15,23
20032004,"Brent Sopel","Sopel","Brent",55,"VAN","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,80,10,32,42,11,36
20052006,"Brent Sopel","Sopel","Brent",55,"NYI, LAK","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,68,2,26,28,-13,70
20062007,"Brent Sopel","Sopel","Brent",55,"LAK, VAN","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,64,5,23,28,2,24
20072008,"Brent Sopel","Sopel","Brent",55,"CHI","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,58,1,19,20,9,28
20082009,"Brent Sopel","Sopel","Brent",55,"CHI","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,23,1,1,2,-4,8
20092010,"Brent Sopel","Sopel","Brent",55,"CHI","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,73,1,7,8,3,34
20102011,"Brent Sopel","Sopel","Brent",55,"ATL, MTL","D","R","1977-01-07","Calgary","CAN","AB","CAN",74,205,1995,6,144,71,2,5,7,6,16
20152016,"Nikita Soshnikov","Soshnikov","Nikita",41,"TOR","R","L","1993-10-14","NizhnyTagil","RUS",NA,"RUS",71,190,NA,NA,NA,11,2,3,5,-4,6
20032004,"Sheldon Souray","Souray","Sheldon",44,"MTL","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,63,15,20,35,4,104
20052006,"Sheldon Souray","Souray","Sheldon",44,"MTL","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,75,12,27,39,-11,116
20062007,"Sheldon Souray","Souray","Sheldon",44,"MTL","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,81,26,38,64,-28,135
20072008,"Sheldon Souray","Souray","Sheldon",44,"EDM","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,26,3,7,10,-7,36
20082009,"Sheldon Souray","Souray","Sheldon",44,"EDM","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,81,23,30,53,1,98
20092010,"Sheldon Souray","Souray","Sheldon",44,"EDM","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,37,4,9,13,-19,65
20112012,"Sheldon Souray","Souray","Sheldon",44,"DAL","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,64,6,15,21,11,73
20122013,"Sheldon Souray","Souray","Sheldon",44,"ANA","D","L","1976-07-13","ElkPoint","CAN","AB","CAN",76,231,1994,3,71,44,7,10,17,19,52
20022003,"Jaroslav Spacek","Spacek","Jaroslav",8,"CBJ","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,81,9,36,45,-23,70
20032004,"Jaroslav Spacek","Spacek","Jaroslav",8,"CBJ","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,58,5,17,22,-13,45
20052006,"Jaroslav Spacek","Spacek","Jaroslav",8,"CHI, EDM","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,76,12,31,43,11,96
20062007,"Jaroslav Spacek","Spacek","Jaroslav",8,"BUF","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,65,5,16,21,20,62
20072008,"Jaroslav Spacek","Spacek","Jaroslav",8,"BUF","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,60,9,23,32,7,42
20082009,"Jaroslav Spacek","Spacek","Jaroslav",8,"BUF","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,80,8,37,45,2,38
20092010,"Jaroslav Spacek","Spacek","Jaroslav",8,"MTL","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,74,3,18,21,9,50
20102011,"Jaroslav Spacek","Spacek","Jaroslav",8,"MTL","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,59,1,15,16,9,45
20112012,"Jaroslav Spacek","Spacek","Jaroslav",8,"MTL, CAR","D","L","1974-02-11","Rokycany","CZE",NA,"CZE",72,210,1998,5,117,46,5,10,15,6,8
20092010,"Nick Spaling","Spaling","Nick",16,"NSH","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,28,0,3,3,3,0
20102011,"Nick Spaling","Spaling","Nick",16,"NSH","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,74,8,6,14,-10,20
20112012,"Nick Spaling","Spaling","Nick",16,"NSH","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,77,10,12,22,-7,18
20122013,"Nick Spaling","Spaling","Nick",16,"NSH","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,47,9,4,13,-10,18
20132014,"Nick Spaling","Spaling","Nick",16,"NSH","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,71,13,19,32,2,14
20142015,"Nick Spaling","Spaling","Nick",16,"PIT","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,82,9,18,27,-2,26
20152016,"Nick Spaling","Spaling","Nick",16,"TOR, SJS","C","L","1988-09-19","Palmerston","CAN","ON","CAN",73,198,2007,2,58,58,3,10,13,-2,24
20022003,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,33,7,14,21,-3,8
20032004,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,78,22,33,55,22,71
20052006,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,68,19,71,90,23,33
20062007,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,67,34,53,87,19,45
20072008,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,76,34,58,92,26,66
20082009,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,82,32,41,73,-14,79
20092010,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,60,23,34,57,0,20
20102011,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,62,21,36,57,-7,28
20112012,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,80,34,50,84,11,36
20122013,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,5,2,3,5,3,2
20132014,"Jason Spezza","Spezza","Jason",90,"OTT","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,75,23,43,66,-26,46
20142015,"Jason Spezza","Spezza","Jason",90,"DAL","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,82,17,45,62,-7,28
20152016,"Jason Spezza","Spezza","Jason",90,"DAL","C","R","1983-06-13","Toronto","CAN","ON","CAN",75,210,2001,1,2,75,33,30,63,4,22
20032004,"Matthew Spiller","Spiller","Matthew",38,"PHX","D","L","1983-02-07","Daysland","CAN","AB","CAN",77,233,2001,2,31,51,0,0,0,-11,54
20052006,"Matthew Spiller","Spiller","Matthew",38,"PHX","D","L","1983-02-07","Daysland","CAN","AB","CAN",77,233,2001,2,31,8,0,1,1,-1,13
20072008,"Matthew Spiller","Spiller","Matthew",38,"NYI","D","L","1983-02-07","Daysland","CAN","AB","CAN",77,233,2001,2,31,9,0,1,1,-2,7
20122013,"Ryan Spooner","Spooner","Ryan",51,"BOS","C","L","1992-01-30","Ottawa","CAN","ON","CAN",70,184,2010,2,45,4,0,0,0,0,0
20132014,"Ryan Spooner","Spooner","Ryan",51,"BOS","C","L","1992-01-30","Ottawa","CAN","ON","CAN",70,184,2010,2,45,23,0,11,11,0,6
20142015,"Ryan Spooner","Spooner","Ryan",51,"BOS","C","L","1992-01-30","Ottawa","CAN","ON","CAN",70,184,2010,2,45,29,8,10,18,2,2
20152016,"Ryan Spooner","Spooner","Ryan",51,"BOS","C","L","1992-01-30","Ottawa","CAN","ON","CAN",70,184,2010,2,45,80,13,36,49,-9,35
20152016,"Daniel Sprong","Sprong","Daniel",41,"PIT","R","R","1997-03-17","Amsterdam","NLD",NA,"NLD",72,180,2015,2,46,18,2,0,2,-1,0
20132014,"Ryan Sproul","Sproul","Ryan",48,"DET","D","R","1993-01-13","Mississauga","CAN",NA,"CAN",76,206,2011,2,55,1,0,0,0,0,0
20062007,"Janis Sprukts","Sprukts","Janis",40,"FLA","C","L","1982-01-31","Riga","LVA",NA,"LVA",75,235,2000,8,234,13,1,2,3,1,2
20082009,"Janis Sprukts","Sprukts","Janis",40,"FLA","C","L","1982-01-31","Riga","LVA",NA,"LVA",75,235,2000,8,234,1,0,0,0,0,0
20102011,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,53,4,8,12,-1,2
20112012,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,70,3,20,23,-4,6
20122013,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,39,5,10,15,1,4
20132014,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,67,5,21,26,15,16
20142015,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,66,9,16,25,3,6
20152016,"Jared Spurgeon","Spurgeon","Jared",46,"MIN","D","R","1989-11-29","Edmonton","CAN","AB","CAN",69,176,2008,6,156,77,11,18,29,11,14
20112012,"Fr√©d√©ric St-Denis","St-Denis","Fr√©d√©ric",28,"MTL","D","L","1986-01-23","GreenfieldPark","CAN","QC","CAN",71,192,NA,NA,NA,17,1,2,3,3,10
20142015,"Fr√©d√©ric St-Denis","St-Denis","Fr√©d√©ric",28,"CBJ","D","L","1986-01-23","GreenfieldPark","CAN","QC","CAN",71,192,NA,NA,NA,4,0,1,1,-1,0
20052006,"Martin St Pierre","St Pierre","Martin",57,"CHI","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,2,0,0,0,-1,0
20062007,"Martin St Pierre","St Pierre","Martin",57,"CHI","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,14,1,3,4,-3,8
20072008,"Martin St Pierre","St Pierre","Martin",57,"CHI","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,5,0,0,0,-3,0
20082009,"Martin St Pierre","St Pierre","Martin",57,"BOS","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,14,2,2,4,-1,4
20092010,"Martin St Pierre","St Pierre","Martin",57,"OTT","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,3,0,0,0,-2,0
20132014,"Martin St Pierre","St Pierre","Martin",57,"MTL","C","L","1983-08-11","Ottawa","CAN","ON","CAN",69,188,NA,NA,NA,1,0,0,0,0,0
20022003,"Bruno St. Jacques","St. Jacques","Bruno",7,"PHI, CAR","D","L","1980-08-22","Montreal","CAN","QC","CAN",74,210,1998,9,253,24,2,5,7,-4,14
20032004,"Bruno St. Jacques","St. Jacques","Bruno",7,"CAR","D","L","1980-08-22","Montreal","CAN","QC","CAN",74,210,1998,9,253,35,0,2,2,-7,31
20052006,"Bruno St. Jacques","St. Jacques","Bruno",7,"ANA","D","L","1980-08-22","Montreal","CAN","QC","CAN",74,210,1998,9,253,1,1,0,1,1,0
20022003,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,33,37,70,10,32
20032004,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,38,56,94,35,24
20052006,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,80,31,30,61,-3,38
20062007,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,43,59,102,7,28
20072008,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,25,58,83,-23,26
20082009,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,30,50,80,4,14
20092010,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,29,65,94,-8,12
20102011,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,82,31,68,99,0,12
20112012,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,77,25,49,74,-3,16
20122013,"Martin St. Louis","St. Louis","Martin",26,"TBL","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,48,17,43,60,0,14
20132014,"Martin St. Louis","St. Louis","Martin",26,"TBL, NYR","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,81,30,39,69,13,10
20142015,"Martin St. Louis","St. Louis","Martin",26,"NYR","R","L","1975-06-18","Laval","CAN","QC","CAN",68,180,NA,NA,NA,74,21,31,52,12,20
20032004,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,81,11,20,31,-6,40
20052006,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,82,45,55,100,-8,81
20062007,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,82,30,40,70,-6,68
20072008,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,82,38,44,82,-2,50
20082009,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,82,40,35,75,15,50
20092010,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,70,29,41,70,4,68
20102011,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,81,33,43,76,-10,72
20112012,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,82,24,46,70,-20,48
20122013,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,48,18,35,53,5,54
20132014,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,79,21,40,61,-13,74
20142015,"Eric Staal","Staal","Eric",12,"CAR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,77,23,31,54,-13,41
20152016,"Eric Staal","Staal","Eric",12,"CAR, NYR","C","L","1984-10-29","ThunderBay","CAN","ON","CAN",76,205,2003,1,2,83,13,26,39,-2,34
20122013,"Jared Staal","Staal","Jared",13,"CAR","R","R","1990-08-21","ThunderBay","CAN","ON","CAN",76,210,2008,2,49,2,0,0,0,-2,2
20062007,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,81,29,13,42,16,24
20072008,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,82,12,16,28,-5,55
20082009,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,82,22,27,49,5,37
20092010,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,82,21,28,49,19,57
20102011,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,42,11,19,30,7,24
20112012,"Jordan Staal","Staal","Jordan",11,"PIT","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,62,25,25,50,11,34
20122013,"Jordan Staal","Staal","Jordan",11,"CAR","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,48,10,21,31,-18,32
20132014,"Jordan Staal","Staal","Jordan",11,"CAR","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,82,15,25,40,2,34
20142015,"Jordan Staal","Staal","Jordan",11,"CAR","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,46,6,18,24,-6,14
20152016,"Jordan Staal","Staal","Jordan",11,"CAR","C","L","1988-09-10","ThunderBay","CAN","ON","CAN",76,220,2006,1,2,82,20,28,48,6,34
20072008,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,80,2,8,10,2,42
20082009,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,82,3,12,15,-7,64
20092010,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,82,8,19,27,11,44
20102011,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,77,7,22,29,8,50
20112012,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,46,2,3,5,-7,16
20122013,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,21,2,9,11,4,14
20132014,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,72,3,11,14,-1,24
20142015,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,80,5,15,20,18,42
20152016,"Marc Staal","Staal","Marc",18,"NYR","D","L","1987-01-13","ThunderBay","CAN","ON","CAN",76,209,2005,1,12,77,2,13,15,2,36
20062007,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,41,13,14,27,5,33
20072008,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,64,16,22,38,3,51
20082009,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,79,20,25,45,3,29
20092010,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,71,14,20,34,4,35
20102011,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,62,31,21,52,13,34
20112012,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,80,20,30,50,5,46
20122013,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,46,6,12,18,-16,21
20132014,"Drew Stafford","Stafford","Drew",12,"BUF","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,70,16,18,34,-19,39
20142015,"Drew Stafford","Stafford","Drew",12,"BUF, WPG","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,76,18,25,43,-12,47
20152016,"Drew Stafford","Stafford","Drew",12,"WPG","R","R","1985-10-30","Milwaukee","USA","WI","USA",74,214,2004,1,13,78,21,17,38,-23,28
20072008,"Garrett Stafford","Stafford","Garrett",36,"DET","D","R","1980-01-28","LosAngeles","USA","CA","USA",73,207,NA,NA,NA,2,0,0,0,0,0
20082009,"Garrett Stafford","Stafford","Garrett",36,"DAL","D","R","1980-01-28","LosAngeles","USA","CA","USA",73,207,NA,NA,NA,3,0,2,2,0,0
20102011,"Garrett Stafford","Stafford","Garrett",36,"PHX","D","R","1980-01-28","LosAngeles","USA","CA","USA",73,207,NA,NA,NA,2,0,0,0,0,0
20022003,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,76,5,21,26,13,96
20032004,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,82,6,22,28,17,86
20052006,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,82,8,20,28,10,84
20062007,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,58,2,15,17,-5,97
20072008,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,82,7,9,16,-14,121
20082009,"Steve Staios","Staios","Steve",24,"EDM","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,80,2,12,14,-5,92
20092010,"Steve Staios","Staios","Steve",24,"EDM, CGY","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,58,1,9,10,-27,75
20102011,"Steve Staios","Staios","Steve",24,"CGY","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,39,3,7,10,6,24
20112012,"Steve Staios","Staios","Steve",24,"NYI","D","R","1973-07-28","Hamilton","CAN","ON","CAN",73,200,1991,2,27,65,0,8,8,-19,53
20022003,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,1,1,0,1,1,0
20032004,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,69,14,13,27,7,22
20052006,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,80,15,12,27,5,50
20062007,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,82,10,29,39,3,44
20072008,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,82,16,17,33,-11,47
20082009,"Matt Stajan","Stajan","Matt",18,"TOR","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,76,15,40,55,-4,54
20092010,"Matt Stajan","Stajan","Matt",18,"TOR, CGY","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,82,19,38,57,-6,32
20102011,"Matt Stajan","Stajan","Matt",18,"CGY","C","L","1983-12-19","Mississauga","CAN","ON","CAN",73,195,2002,2,57,76,6,25,31,1,32
