"X1","X2","X3","X4","X5"
"38.12","Adam Levine/Kendrick Lamar","6.6","157","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"38.13","Justin Bieber","4.1","211","1
2
3
4
5
6
7
8
9
10

4.1/10
X"
"38.14","Christoph Waltz/Alabama Shakes","7.2","178","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"38.15","Kevin Hart/Macklemore & Ryan Lewis","6.6","140","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"38.16","Justin Timberlake","8.5","273","1
2
3
4
5
6
7
8
9
10

8.5/10
X"
"38.17","Melissa McCarthy/Phoenix","7.2","133","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"38.18","Vince Vaughn/Miguel","5.2","98","1
2
3
4
5
6
7
8
9
10

5.2/10
X"
"38.19","Zach Galifianakis/Of Monsters and Men","7.7","132","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"38.20","Kristen Wiig/Vampire Weekend","7.3","130","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"38.21","Ben Affleck/Kanye West","7.6","134","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"39.1","Tina Fey/Arcade Fire","7.6","213","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"39.2","Miley Cyrus","6.3","224","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"39.3","Bruce Willis/Katy Perry","6.4","178","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"39.4","Edward Norton/Janelle Monae","7.3","166","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"39.5","Kerry Washington/Eminem","7.7","188","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"39.6","Lady Gaga","7.7","199","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"39.7","Josh Hutcherson/HAIM","7.6","192","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"39.8","Paul Rudd/One Direction","7.2","158","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"39.9","John Goodman/Kings of Leon","7.1","130","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"39.10","Jimmy Fallon/Justin Timberlake","8.8","415","1
2
3
4
5
6
7
8
9
10

8.8/10
X"
"39.11","Drake","7.2","172","1
2
3
4
5
6
7
8
9
10

7.2/10
X"
"39.12","Jonah Hill/Bastille","7.3","142","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"39.13","Melissa McCarthy/Imagine Dragons","6.5","165","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"39.14","Jim Parsons/Beck","6.1","158","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"39.15","Lena Dunham/The National","6.0","131","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"39.16","Louis C.K./Sam Smith","7.3","157","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"39.17","Anna Kendrick/Pharrell Williams","7.6","175","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"39.18","Seth Rogen/Ed Sheeran","6.4","130","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"39.19","Andrew Garfield/Coldplay","7.6","164","1
2
3
4
5
6
7
8
9
10

7.6/10
X"
"39.20","Charlize Theron/The Black Keys","6.2","120","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"39.21","Andy Samberg/St. Vincent","8.0","174","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"40.1","Chris Pratt/Ariana Grande","6.8","274","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"40.2","Sarah Silverman/Maroon 5","6.9","207","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"40.3","Bill Hader/Hozier","8.2","285","1
2
3
4
5
6
7
8
9
10

8.2/10
X"
"40.4","Jim Carrey/Iggy Azalea","7.8","287","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"40.5","Chris Rock/Prince","6.2","206","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"40.6","Woody Harrelson/Kendrick Lamar","7.4","187","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"40.7","Cameron Diaz/Mark Ronson & Bruno Mars","6.2","154","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"40.8","James Franco/Nicki Minaj","6.4","171","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"40.9","Martin Freeman/Charli XCX","7.7","199","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"40.10","Amy Adams/One Direction","7.1","172","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"40.11","Kevin Hart/Sia","6.8","160","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"40.12","Blake Shelton","5.8","154","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"40.13","J.K. Simmons/D'Angelo","7.3","156","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"40.14","Dakota Johnson/Alabama Shakes","6.0","154","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"40.15","Chris Hemsworth/Zac Brown Band","7.5","164","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"40.16","Dwayne Johnson/George Ezra","8.1","191","1
2
3
4
5
6
7
8
9
10

8.1/10
X"
"40.17","Michael Keaton/Carly Rae Jepsen","7.4","171","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"40.18","Taraji P. Henson/Mumford & Sons","5.8","144","1
2
3
4
5
6
7
8
9
10

5.8/10
X"
"40.19","Scarlett Johansson/Wiz Khalifa","6.6","133","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"40.20","Reese Witherspoon/Florence + the Machine","6.4","117","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"40.21","Louis C.K./Rihanna","7.3","148","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"41.1","Miley Cyrus","6.1","221","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"41.2","Amy Schumer/The Weeknd","6.8","227","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"41.3","Tracy Morgan/Demi Lovato","7.7","202","1
2
3
4
5
6
7
8
9
10

7.7/10
X"
"41.4","Donald Trump/Sia","3.7","492","1
2
3
4
5
6
7
8
9
10

3.7/10
X"
"41.5","Elizabeth Banks/Disclosure","7.1","164","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"41.6","Matthew McConaughey/Adele","7.4","196","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"41.7","Ryan Gosling/Leon Bridges","7.9","233","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"41.8","Chris Hemsworth/Chance The Rapper","6.6","146","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"41.9","Tina Fey & Amy Poehler/Bruce Springsteen and the E Street Band","7.9","253","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"41.10","Adam Driver/Chris Stapleton","7.5","218","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"41.11","Ronda Rousey/Selena Gomez","6.0","176","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
"41.12","Larry David/The 1975","8.3","236","1
2
3
4
5
6
7
8
9
10

8.3/10
X"
"41.13","Melissa McCarthy/Kanye West","6.5","173","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"41.14","Jonah Hill/Future","5.5","155","1
2
3
4
5
6
7
8
9
10

5.5/10
X"
"41.15","Ariana Grande","8.0","239","1
2
3
4
5
6
7
8
9
10

8.0/10
X"
"41.16","Peter Dinklage/Gwen Stefani","7.3","274","1
2
3
4
5
6
7
8
9
10

7.3/10
X"
"41.17","Russell Crowe/Margo Price","5.4","138","1
2
3
4
5
6
7
8
9
10

5.4/10
X"
"41.18","Julia Louis-Dreyfus/Nick Jonas","6.3","145","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"41.19","Brie Larson/Alicia Keys","6.4","125","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"41.20","Drake","6.1","145","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"41.21","Fred Armisen/Courtney Barnett","7.9","163","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"42.1","Margot Robbie/The Weeknd","7.5","317","1
2
3
4
5
6
7
8
9
10

7.5/10
X"
"42.2","Lin-Manuel Miranda/Twenty One Pilots","7.4","305","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"42.3","Emily Blunt/Bruno Mars","6.2","236","1
2
3
4
5
6
7
8
9
10

6.2/10
X"
"42.4","Tom Hanks/Lady Gaga","7.8","343","1
2
3
4
5
6
7
8
9
10

7.8/10
X"
"42.5","Benedict Cumberbatch/Solange","6.3","228","1
2
3
4
5
6
7
8
9
10

6.3/10
X"
"42.6","Dave Chappelle/A Tribe Called Quest","7.9","425","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"42.7","Kristen Wiig/The XX","6.4","221","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"42.8","Emma Stone/Shawn Mendes","6.9","208","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"42.9","John Cena/Maren Morris","6.1","190","1
2
3
4
5
6
7
8
9
10

6.1/10
X"
"42.10","Casey Affleck/Chance the Rapper","6.6","206","1
2
3
4
5
6
7
8
9
10

6.6/10
X"
"42.11","Felicity Jones/Sturgill Simpson","5.3","224","1
2
3
4
5
6
7
8
9
10

5.3/10
X"
"42.12","Aziz Ansari/Big Sean","7.1","265","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"42.13","Kristen Stewart/Alessia Cara","7.9","348","1
2
3
4
5
6
7
8
9
10

7.9/10
X"
"42.14","Alec Baldwin/Ed Sheeran","6.9","215","1
2
3
4
5
6
7
8
9
10

6.9/10
X"
"42.15","Octavia Spencer/Father John Misty","5.6","161","1
2
3
4
5
6
7
8
9
10

5.6/10
X"
"42.16","Scarlett Johansson/Lorde","6.7","177","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"42.17","Louis C.K./The Chainsmokers","7.4","199","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"42.18","Jimmy Fallon/Harry Styles","6.4","185","1
2
3
4
5
6
7
8
9
10

6.4/10
X"
"42.19","Chris Pine/LCD Soundsystem","5.9","149","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"42.20","Melissa McCarthy/Haim","6.7","162","1
2
3
4
5
6
7
8
9
10

6.7/10
X"
"42.21","Dwayne Johnson/Katy Perry","7.4","157","1
2
3
4
5
6
7
8
9
10

7.4/10
X"
"43.1","Ryan Gosling/Jay-Z","6.8","151","1
2
3
4
5
6
7
8
9
10

6.8/10
X"
"43.2","Gal Gadot/Sam Smith","6.5","171","1
2
3
4
5
6
7
8
9
10

6.5/10
X"
"43.3","Kumail Nanjiani/P!nk","7.1","124","1
2
3
4
5
6
7
8
9
10

7.1/10
X"
"43.4","Larry David/Miley Cyrus","5.9","93","1
2
3
4
5
6
7
8
9
10

5.9/10
X"
"43.5","Tiffany Haddish/Taylor Swift","6.0","60","1
2
3
4
5
6
7
8
9
10

6.0/10
X"
