"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","Started","W","L","Ties","OTL"
20142015,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,53,50,23,13,0,11
20152016,"Jimmy Howard","Howard","Jimmy",35,"DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,37,33,14,14,0,5
20022003,"Cristobal Huet","Huet","Cristobal",39,"LAK","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,12,8,4,4,1,0
20032004,"Cristobal Huet","Huet","Cristobal",39,"LAK","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,41,33,10,16,10,0
20052006,"Cristobal Huet","Huet","Cristobal",39,"MTL","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,36,33,18,11,0,4
20062007,"Cristobal Huet","Huet","Cristobal",39,"MTL","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,42,39,19,16,0,3
20072008,"Cristobal Huet","Huet","Cristobal",39,"MTL, WSH","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,52,51,32,14,0,6
20082009,"Cristobal Huet","Huet","Cristobal",39,"CHI","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,41,40,20,15,0,4
20092010,"Cristobal Huet","Huet","Cristobal",39,"CHI","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,48,46,26,14,0,4
20112012,"Shawn Hunwick","Hunwick","Shawn",31,"CBJ","G","L","1987-04-09","SterlingHeights","USA","MI","USA",67,166,NA,NA,NA,1,0,0,0,0,0
20022003,"Jani Hurme","Hurme","Jani",30,"FLA","G","L","1975-01-07","Turku","FIN",NA,"FIN",72,195,1997,3,58,28,20,4,11,6,0
20132014,"Michael Hutchinson","Hutchinson","Michael",34,"WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,3,3,2,1,0,0
20142015,"Michael Hutchinson","Hutchinson","Michael",34,"WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,38,36,21,10,0,5
20152016,"Michael Hutchinson","Hutchinson","Michael",34,"WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,30,25,9,15,0,3
20122013,"Carter Hutton","Hutton","Carter",40,"CHI","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,201,NA,NA,NA,1,1,0,1,0,0
20132014,"Carter Hutton","Hutton","Carter",40,"NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,201,NA,NA,NA,40,34,20,11,0,4
20142015,"Carter Hutton","Hutton","Carter",40,"NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,201,NA,NA,NA,18,17,6,7,0,4
20152016,"Carter Hutton","Hutton","Carter",40,"NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,201,NA,NA,NA,17,15,7,5,0,4
20022003,"Arturs Irbe","Irbe","Arturs",1,"CAR","G","L","1967-02-02","Riga","LVA",NA,"LVA",68,190,1989,10,196,34,31,7,24,2,0
20032004,"Arturs Irbe","Irbe","Arturs",1,"CAR","G","L","1967-02-02","Riga","LVA",NA,"LVA",68,190,1989,10,196,10,9,5,2,1,0
20112012,"Leland Irving","Irving","Leland",37,"CGY","G","L","1988-04-11","Barrhead","CAN","AB","CAN",72,177,2006,1,26,7,7,1,3,0,3
20122013,"Leland Irving","Irving","Leland",37,"CGY","G","L","1988-04-11","Barrhead","CAN","AB","CAN",72,177,2006,1,26,6,5,2,1,0,1
20022003,"Brent Johnson","Johnson","Brent",1,"STL","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,38,35,16,13,5,0
20032004,"Brent Johnson","Johnson","Brent",1,"STL, PHX","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,18,16,5,9,2,0
20052006,"Brent Johnson","Johnson","Brent",1,"WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,26,23,9,12,0,1
20062007,"Brent Johnson","Johnson","Brent",1,"WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,30,28,6,15,0,7
20072008,"Brent Johnson","Johnson","Brent",1,"WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,19,17,7,8,0,2
20082009,"Brent Johnson","Johnson","Brent",1,"WSH","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,21,19,12,6,0,2
20092010,"Brent Johnson","Johnson","Brent",1,"PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,23,15,10,6,0,1
20102011,"Brent Johnson","Johnson","Brent",1,"PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,23,20,13,5,0,3
20112012,"Brent Johnson","Johnson","Brent",1,"PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,16,14,6,7,0,2
20092010,"Chad Johnson","Johnson","Chad",31,"NYR","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,5,4,1,2,0,1
20102011,"Chad Johnson","Johnson","Chad",31,"NYR","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,1,0,0,0,0,0
20122013,"Chad Johnson","Johnson","Chad",31,"PHX","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,4,4,2,0,0,2
20132014,"Chad Johnson","Johnson","Chad",31,"BOS","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,27,23,17,4,0,3
20142015,"Chad Johnson","Johnson","Chad",31,"NYI","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,19,17,8,8,0,1
20152016,"Chad Johnson","Johnson","Chad",31,"BUF","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,45,40,22,16,0,4
20132014,"Martin Jones","Jones","Martin",31,"LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,187,NA,NA,NA,19,18,12,6,0,0
20142015,"Martin Jones","Jones","Martin",31,"LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,187,NA,NA,NA,15,11,4,5,0,2
20152016,"Martin Jones","Jones","Martin",31,"SJS","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,187,NA,NA,NA,65,65,37,23,0,4
20022003,"Curtis Joseph","Joseph","Curtis",31,"DET","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,61,60,34,19,6,0
20032004,"Curtis Joseph","Joseph","Curtis",31,"DET","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,31,30,16,10,3,0
20052006,"Curtis Joseph","Joseph","Curtis",31,"PHX","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,60,59,32,21,0,3
20062007,"Curtis Joseph","Joseph","Curtis",31,"PHX","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,55,50,18,31,0,2
20072008,"Curtis Joseph","Joseph","Curtis",31,"CGY","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,9,5,3,2,0,0
20082009,"Curtis Joseph","Joseph","Curtis",31,"TOR","G","L","1967-04-29","Keswick","CAN","ON","CAN",71,193,NA,NA,NA,21,11,5,9,0,1
20102011,"Henrik Karlsson","Karlsson","Henrik",38,"CGY","G","L","1983-11-27","Tumba","SWE",NA,"SWE",78,209,NA,NA,NA,17,11,4,5,0,6
20112012,"Henrik Karlsson","Karlsson","Henrik",38,"CGY","G","L","1983-11-27","Tumba","SWE",NA,"SWE",78,209,NA,NA,NA,9,7,1,4,0,2
20152016,"Jason Kasdorf","Kasdorf","Jason",33,"BUF","G","L","1992-05-18","Winnipeg","CAN","MB","CAN",75,172,2011,6,157,1,1,0,1,0,0
20072008,"Matt Keetley","Keetley","Matt",36,"CGY","G","R","1986-04-27","MedicineHat","CAN","AB","CAN",73,187,2005,5,158,1,0,0,0,0,0
20022003,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"TBL","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,65,64,30,22,11,0
20032004,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"TBL","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,55,54,28,19,7,0
20052006,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,50,50,17,26,0,6
20062007,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,60,57,25,26,0,5
20072008,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,50,49,23,20,0,6
20082009,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,42,40,25,8,0,7
20092010,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,18,18,7,9,0,2
20102011,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,47,46,10,32,0,4
20112012,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,40,40,12,20,0,7
20122013,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,12,11,4,6,0,1
20132014,"Nikolai Khabibulin","Khabibulin","Nikolai",39,"CHI","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,4,4,1,0,0,1
20092010,"Anton Khudobin","Khudobin","Anton",35,"MIN","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,2,1,2,0,0,0
20102011,"Anton Khudobin","Khudobin","Anton",35,"MIN","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,4,3,2,1,0,0
20112012,"Anton Khudobin","Khudobin","Anton",35,"BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,1,1,1,0,0,0
20122013,"Anton Khudobin","Khudobin","Anton",35,"BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,14,14,9,4,0,1
20132014,"Anton Khudobin","Khudobin","Anton",35,"CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,36,34,19,14,0,1
20142015,"Anton Khudobin","Khudobin","Anton",35,"CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,34,32,8,17,0,6
20152016,"Anton Khudobin","Khudobin","Anton",35,"ANA","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,203,2004,7,206,9,7,3,3,0,0
20022003,"Trevor Kidd","Kidd","Trevor",37,"TOR","G","L","1972-03-29","Dugald","CAN","MB","CAN",74,213,1990,1,11,19,19,6,10,2,0
20032004,"Trevor Kidd","Kidd","Trevor",37,"TOR","G","L","1972-03-29","Dugald","CAN","MB","CAN",74,213,1990,1,11,15,14,6,5,2,0
20122013,"Keith Kinkaid","Kinkaid","Keith",1,"NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,1,0,0,0,0,0
20142015,"Keith Kinkaid","Kinkaid","Keith",1,"NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,19,13,6,5,0,4
20152016,"Keith Kinkaid","Kinkaid","Keith",1,"NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,23,20,9,9,0,1
20022003,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"SJS","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,22,18,5,14,0,0
20032004,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,38,38,24,10,4,0
20052006,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,74,73,42,20,0,11
20062007,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,74,74,40,24,0,9
20072008,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,76,76,39,26,0,10
20082009,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,76,76,45,24,0,5
20092010,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,73,72,35,28,0,10
20102011,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,71,71,37,24,0,6
20112012,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,70,68,35,22,0,11
20122013,"Miikka Kiprusoff","Kiprusoff","Miikka",34,"CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,24,24,8,14,0,2
20132014,"Connor Knapp","Knapp","Connor",49,"BUF","G","L","1990-05-01","York","USA","NY","USA",78,206,2009,6,164,2,1,0,0,0,1
20022003,"Dieter Kochan","Kochan","Dieter",35,"MIN","G","L","1974-05-11","Saskatoon","CAN","SK","CAN",73,165,1993,4,98,1,1,0,1,0,0
20052006,"Vitaly Kolesnik","Kolesnik","Vitaly",20,"COL","G","L","1979-08-20","UstKamenogorsk","KAZ",NA,"KAZ",74,198,NA,NA,NA,8,7,3,3,0,0
20022003,"Olie Kolzig","Kolzig","Olie",37,"WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,66,65,33,25,6,0
20032004,"Olie Kolzig","Kolzig","Olie",37,"WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,63,63,19,35,9,0
20052006,"Olie Kolzig","Kolzig","Olie",37,"WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,59,57,20,28,0,11
20062007,"Olie Kolzig","Kolzig","Olie",37,"WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,54,53,22,24,0,6
20072008,"Olie Kolzig","Kolzig","Olie",37,"WSH","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,54,52,25,21,0,6
20082009,"Olie Kolzig","Kolzig","Olie",37,"TBL","G","L","1970-04-06","Johannesburg","ZAF",NA,"DEU",75,224,1989,1,19,8,8,2,4,0,1
20022003,"Evgeny Konstantinov","Konstantinov","Evgeny",1,"TBL","G","L","1981-03-29","Kazan","RUS",NA,"RUS",72,180,1999,3,67,1,0,0,0,0,0
20152016,"Joonas Korpisalo","Korpisalo","Joonas",70,"CBJ","G","L","1994-04-28","Pori","FIN",NA,"FIN",75,182,2012,3,62,31,30,16,11,0,4
20102011,"Mikko Koskinen","Koskinen","Mikko",NA,"NYI","G","L","1988-07-18","Vantaa","FIN",NA,"FIN",78,205,2009,2,31,4,4,2,1,0,0
20082009,"Brent Krahn","Krahn","Brent",41,"DAL","G","L","1982-04-02","Winnipeg","CAN","MB","CAN",76,232,2000,1,9,1,0,0,0,0,0
20122013,"Darcy Kuemper","Kuemper","Darcy",35,"MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,212,2009,6,161,6,3,1,2,0,0
20132014,"Darcy Kuemper","Kuemper","Darcy",35,"MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,212,2009,6,161,26,25,12,8,0,4
20142015,"Darcy Kuemper","Kuemper","Darcy",35,"MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,212,2009,6,161,31,28,14,12,0,2
20152016,"Darcy Kuemper","Kuemper","Darcy",35,"MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,212,2009,6,161,21,16,6,7,0,5
20022003,"Jason LaBarbera","LaBarbera","Jason",45,"NYR","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,0,0,0,0,0
20032004,"Jason LaBarbera","LaBarbera","Jason",45,"NYR","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,4,3,1,2,0,0
20052006,"Jason LaBarbera","LaBarbera","Jason",45,"LAK","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,29,21,11,9,0,2
20072008,"Jason LaBarbera","LaBarbera","Jason",45,"LAK","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,45,42,17,23,0,2
20082009,"Jason LaBarbera","LaBarbera","Jason",45,"LAK, VAN","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,28,24,8,10,0,6
20092010,"Jason LaBarbera","LaBarbera","Jason",45,"PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,17,13,8,5,0,1
20102011,"Jason LaBarbera","LaBarbera","Jason",45,"PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,17,15,7,6,0,3
20112012,"Jason LaBarbera","LaBarbera","Jason",45,"PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,19,14,3,9,0,3
20122013,"Jason LaBarbera","LaBarbera","Jason",45,"PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,15,10,4,6,0,2
20132014,"Jason LaBarbera","LaBarbera","Jason",45,"EDM","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,7,4,1,3,0,0
20142015,"Jason LaBarbera","LaBarbera","Jason",45,"ANA","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,5,2,2,0,0,1
20022003,"Jean-Francois Labbe","Labbe","Jean-Francois",35,"CBJ","G","L","1972-06-15","Sherbrooke","CAN","QC","CAN",69,174,NA,NA,NA,11,5,2,4,0,0
20132014,"Eddie Lack","Lack","Eddie",31,"VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,41,37,16,17,0,5
20142015,"Eddie Lack","Lack","Eddie",31,"VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,41,35,18,13,0,4
20152016,"Eddie Lack","Lack","Eddie",31,"CAR","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,34,31,12,14,0,6
20072008,"Daniel Lacosta","Lacosta","Daniel",30,"CBJ","G","L","1986-03-28","LabradorCity","CAN","NL","CAN",73,186,2004,3,93,1,0,0,0,0,0
20082009,"Daniel Lacosta","Lacosta","Daniel",30,"CBJ","G","L","1986-03-28","LabradorCity","CAN","NL","CAN",73,186,2004,3,93,3,2,2,0,0,0
20022003,"Simon Lajeunesse","Lajeunesse","Simon",35,"OTT","G","L","1981-01-22","QuebecCity","CAN","QC","CAN",73,178,1999,2,48,0,0,0,0,0,0
20022003,"Patrick Lalime","Lalime","Patrick",40,"OTT","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,67,65,39,20,7,0
20032004,"Patrick Lalime","Lalime","Patrick",40,"OTT","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,57,55,25,23,7,0
20052006,"Patrick Lalime","Lalime","Patrick",40,"STL","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,31,29,4,18,0,8
20062007,"Patrick Lalime","Lalime","Patrick",40,"CHI","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,12,11,4,6,0,1
20072008,"Patrick Lalime","Lalime","Patrick",40,"CHI","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,32,30,16,12,0,2
20082009,"Patrick Lalime","Lalime","Patrick",40,"BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,24,21,5,13,0,3
20092010,"Patrick Lalime","Lalime","Patrick",40,"BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,16,13,4,8,0,2
20102011,"Patrick Lalime","Lalime","Patrick",40,"BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,7,4,0,5,0,0
20022003,"Marc Lamothe","Lamothe","Marc",35,"DET","G","L","1974-02-27","NewLiskeard","CAN","ON","CAN",74,210,1992,4,92,0,0,0,0,0,0
20032004,"Marc Lamothe","Lamothe","Marc",35,"DET","G","L","1974-02-27","NewLiskeard","CAN","ON","CAN",74,210,1992,4,92,2,2,1,0,1,0
20022003,"Jan Lasak","Lasak","Jan",35,"NSH","G","L","1979-04-10","Zvolen","SVK",NA,"SVK",72,204,1999,2,65,3,1,0,1,0,0
20102011,"Nathan Lawson","Lawson","Nathan",29,"NYI","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,10,7,1,4,0,2
20132014,"Nathan Lawson","Lawson","Nathan",29,"OTT","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,1,0,0,0,0,0
20022003,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,0,0,0,0,0,0
20032004,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,2,2,0,2,0,0
20052006,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,33,31,11,15,0,3
20062007,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,24,23,6,15,0,2
20072008,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,54,52,24,17,0,6
20082009,"Pascal Leclaire","Leclaire","Pascal",33,"CBJ","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,12,12,4,6,0,1
20092010,"Pascal Leclaire","Leclaire","Pascal",33,"OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,34,31,12,14,0,2
20102011,"Pascal Leclaire","Leclaire","Pascal",33,"OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,14,13,4,7,0,1
20022003,"Manny Legace","Legace","Manny",34,"DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,25,22,14,5,4,0
20032004,"Manny Legace","Legace","Manny",34,"DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,41,36,23,10,5,0
20052006,"Manny Legace","Legace","Manny",34,"DET","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,51,49,37,8,0,3
20062007,"Manny Legace","Legace","Manny",34,"STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,45,43,23,15,0,5
20072008,"Manny Legace","Legace","Manny",34,"STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,66,65,27,25,0,8
20082009,"Manny Legace","Legace","Manny",34,"STL","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,29,28,13,9,0,2
20092010,"Manny Legace","Legace","Manny",34,"CAR","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,28,24,10,7,0,5
20102011,"Robin Lehner","Lehner","Robin",40,"OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,8,5,1,4,0,0
20112012,"Robin Lehner","Lehner","Robin",40,"OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,5,5,3,2,0,0
20122013,"Robin Lehner","Lehner","Robin",40,"OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,12,12,5,3,0,4
20132014,"Robin Lehner","Lehner","Robin",40,"OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,36,30,12,15,0,6
20142015,"Robin Lehner","Lehner","Robin",40,"OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,25,24,9,12,0,3
20152016,"Robin Lehner","Lehner","Robin",40,"BUF","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",77,240,2009,2,46,21,21,5,9,0,5
20032004,"Kari Lehtonen","Lehtonen","Kari",32,"ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,4,4,4,0,0,0
20052006,"Kari Lehtonen","Lehtonen","Kari",32,"ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,38,37,20,15,0,0
20062007,"Kari Lehtonen","Lehtonen","Kari",32,"ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,68,66,34,24,0,9
20072008,"Kari Lehtonen","Lehtonen","Kari",32,"ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,48,45,17,22,0,5
20082009,"Kari Lehtonen","Lehtonen","Kari",32,"ATL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,46,45,19,22,0,3
20092010,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,12,10,6,4,0,0
20102011,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,69,68,34,24,0,11
20112012,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,59,59,32,22,0,4
20122013,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,36,35,15,14,0,3
20132014,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,65,64,33,20,0,10
20142015,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,65,65,34,17,0,10
20152016,"Kari Lehtonen","Lehtonen","Kari",32,"DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,43,39,25,10,0,2
20022003,"Michael Leighton","Leighton","Michael",49,"CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,8,6,2,3,2,0
